Taxonomy,Level,Entries,Amplifies,Differentiable,Rank Summary
Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Capnobotryella,6,11,4,4,"['species (4)', 'none (7)']"
Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Capnobotryella;Capnobotryella sp,7,10,3,3,"['species (3)', 'none (7)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Ramalina;Ramalina breviuscula,7,2,0,0,['none (2)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Lepraria;Lepraria straminea,7,1,0,0,['none (1)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Ramalina;Ramalina nematodes,7,1,1,1,['species (1)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Lepraria;Lepraria alpina,7,1,0,0,['none (1)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Lepraria;Lepraria incana,7,2,0,0,['none (2)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Lepraria;Lepraria cupressicola,7,2,1,1,"['none (1)', 'species (1)']"
Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Laetisaria;Laetisaria sp,7,12,2,2,"['none (10)', 'species (2)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Pezizellaceae;Nagrajchalara,6,61,2,2,"['none (59)', 'species (2)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Pezizellaceae;Nagrajchalara;Nagrajchalara sp,7,27,2,2,"['none (25)', 'species (2)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Ramalina;Ramalina intestiniformis,7,4,4,4,['species (4)']
Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Villophora,6,8,0,0,['none (8)']
Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Villophora;Villophora isidioclada,7,2,0,0,['none (2)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;Parmelia subtestacea,7,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypoxylaceae gen Incertae sedis,6,10,0,0,['none (10)']
Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypoxylaceae gen Incertae sedis;Hypoxylaceae sp,7,10,0,0,['none (10)']
Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Cantharellales fam Incertae sedis;Minimedusa,6,4,1,1,"['none (3)', 'species (1)']"
Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Cantharellales fam Incertae sedis;Minimedusa;Minimedusa sp,7,1,0,0,['none (1)']
Fungi;Ascomycota;Lecanoromycetes;Gyalectales;Phlyctidaceae,5,6,4,4,"['species (4)', 'none (2)']"
Fungi;Ascomycota;Lecanoromycetes;Gyalectales;Phlyctidaceae;Phlyctis,6,6,4,4,"['species (4)', 'none (2)']"
Fungi;Ascomycota;Lecanoromycetes;Gyalectales;Phlyctidaceae;Phlyctis;Phlyctis argena,7,1,1,1,['species (1)']
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Tubeufia;Tubeufia roseohelicospora,7,1,1,1,['species (1)']
Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Litschauerella,6,9,0,0,['none (9)']
Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Litschauerella;Litschauerella sp,7,9,0,0,['none (9)']
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Virgaria,6,13,0,0,['none (13)']
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Virgaria;Virgaria sp,7,7,0,0,['none (7)']
Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Paulisebacina,6,5,0,0,['none (5)']
Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Paulisebacina;Paulisebacina sp,7,4,0,0,['none (4)']
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Arxotrichum,6,2,0,0,['none (2)']
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Arxotrichum;Arxotrichum sp,7,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Valsaceae gen Incertae sedis,6,3,0,0,['none (3)']
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Valsaceae gen Incertae sedis;Valsaceae sp,7,3,0,0,['none (3)']
Fungi;Ascomycota;Sordariomycetes;Fuscosporellales;Fuscosporellaceae;Parafuscosporella,6,4,0,0,['none (4)']
Fungi;Ascomycota;Sordariomycetes;Fuscosporellales;Fuscosporellaceae;Parafuscosporella;Parafuscosporella sp,7,3,0,0,['none (3)']
Fungi;Ascomycota;Leotiomycetes;Helotiales;Lachnaceae;Erioscyphella,6,14,10,10,"['species (10)', 'none (4)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Lachnaceae;Erioscyphella;Erioscyphella sp,7,3,2,2,"['species (2)', 'none (1)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Peethambara,6,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Peethambara;Peethambara sundara,7,1,0,0,['none (1)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Phyllopsora;Phyllopsora castaneocincta,7,1,1,1,['species (1)']
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Saturnispora;Saturnispora bothae,7,1,0,0,['none (1)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Catillariaceae;Solenopsora,6,10,1,1,"['none (9)', 'species (1)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Catillariaceae;Solenopsora;Solenopsora sp,7,2,0,0,['none (2)']
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Coccocarpiaceae;Coccocarpia;Coccocarpia sp,7,10,0,0,['none (10)']
Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula oreades,7,1,0,0,['none (1)']
Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;Saitoella,6,1,0,0,['none (1)']
Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;Saitoella;Saitoella complicata,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Dothideomycetes ord Incertae sedis;Dothideomycetes fam Incertae sedis;Pseudoarthrographis,6,54,1,1,"['none (53)', 'species (1)']"
Fungi;Ascomycota;Dothideomycetes;Dothideomycetes ord Incertae sedis;Dothideomycetes fam Incertae sedis;Pseudoarthrographis;Pseudoarthrographis sp,7,54,1,1,"['none (53)', 'species (1)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;Lecanora argentata,7,6,3,3,"['none (3)', 'species (3)']"
Fungi;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Morchella;Morchella sp,7,14,2,2,"['species (2)', 'none (12)']"
Fungi;Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;Trypethelium,6,5,5,5,['species (5)']
Fungi;Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;Trypethelium;Trypethelium eluteriae,7,3,3,3,['species (3)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Coniothyriaceae;Coniothyrium;Coniothyrium palmicola,7,2,1,1,"['species (1)', 'none (1)']"
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Cytosporaceae;Cytospora;Cytospora diopuiensis,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Torulaceae;Torula;Torula sundara,7,1,1,1,['species (1)']
Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula puellaris,7,6,1,1,"['none (5)', 'species (1)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Carbonea;Carbonea vorticosa,7,2,2,2,['species (2)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Callistosporiaceae;Callistosporiaceae gen Incertae sedis,6,2,0,0,['none (2)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Callistosporiaceae;Callistosporiaceae gen Incertae sedis;Callistosporiaceae sp,7,2,0,0,['none (2)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Pholiotina,6,17,9,9,"['species (9)', 'none (8)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Pholiotina;Pholiotina sp,7,10,4,4,"['species (4)', 'none (6)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria novae-zelandiae,7,5,1,1,"['none (4)', 'species (1)']"
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Hydnellum;Hydnellum aurantiacum,7,5,3,3,"['species (3)', 'none (2)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Niebla;Niebla turgida,7,1,0,0,['none (1)']
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium phoeniceum,7,3,1,1,"['none (2)', 'species (1)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladia;Cladia blanchonii,7,2,0,0,['none (2)']
Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber lucentum,7,1,0,0,['none (1)']
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Epibryaceae,5,5,2,2,"['none (3)', 'species (2)']"
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Epibryaceae;Epibryon,6,5,2,2,"['none (3)', 'species (2)']"
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Epibryaceae;Epibryon;Epibryon sp,7,4,1,1,"['none (3)', 'species (1)']"
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiales fam Incertae sedis,5,5,0,0,['none (5)']
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiales fam Incertae sedis;Tubeufiales gen Incertae sedis,6,5,0,0,['none (5)']
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiales fam Incertae sedis;Tubeufiales gen Incertae sedis;Tubeufiales sp,7,5,0,0,['none (5)']
Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius subatlanticus,7,1,1,1,['species (1)']
Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella alpina,7,2,0,0,['none (2)']
Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum destructivum,7,2,0,0,['none (2)']
Fungi;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Cunninghamella;Cunninghamella binariae,7,3,0,0,['none (3)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma rossicum,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium;Cladosporium herbarum,7,3,1,1,"['none (2)', 'species (1)']"
Fungi;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Polyblastia;Polyblastia schisticola,7,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Pithoascus,6,7,0,0,['none (7)']
Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Pithoascus;Pithoascus sp,7,2,0,0,['none (2)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Macrolepiota;Macrolepiota colombiana,7,1,1,1,['species (1)']
Fungi;Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae;Gymnostellatospora,6,2,0,0,['none (2)']
Fungi;Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae;Gymnostellatospora;Gymnostellatospora bhattii,7,1,0,0,['none (1)']
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Malbranchea,6,19,4,4,"['none (15)', 'species (4)']"
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Malbranchea;Malbranchea sp,7,4,1,1,"['none (3)', 'species (1)']"
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Sowerbyella,6,7,6,6,"['species (6)', 'none (1)']"
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Sowerbyella;Sowerbyella sp,7,3,2,2,"['species (2)', 'none (1)']"
Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;Cystobasidium fimetarium,7,1,0,0,['none (1)']
Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula cremoricolor,7,3,0,0,['none (3)']
Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula nobilis,7,4,4,4,['species (4)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Paracamarosporium,6,13,4,4,"['none (9)', 'species (4)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Paracamarosporium;Paracamarosporium sp,7,6,0,0,['none (6)']
Fungi;Ascomycota;Pezizomycetes;Pezizales;Discinaceae;Gyromitra;Gyromitra gigas,7,1,1,1,['species (1)']
Fungi;Ascomycota;Pezizomycetes;Pezizales;Discinaceae;Discina,6,5,2,2,"['none (3)', 'species (2)']"
Fungi;Ascomycota;Pezizomycetes;Pezizales;Discinaceae;Discina;Discina montana,7,2,1,1,"['none (1)', 'species (1)']"
Fungi;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;Mucor hyangburmii,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Longiostiolaceae;Crassiperidium,6,3,0,0,['none (3)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Longiostiolaceae;Crassiperidium;Crassiperidium octosporum,7,2,0,0,['none (2)']
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Kretzschmaria;Kretzschmaria pavimentosa,7,2,0,0,['none (2)']
Fungi;Ascomycota;Leotiomycetes;Helotiales;Erysiphaceae;Erysiphe;Erysiphe flexibilis,7,1,1,1,['species (1)']
Fungi;Ascomycota;Leotiomycetes;Helotiales;Erysiphaceae;Erysiphe;Erysiphe sambucicola,7,1,0,0,['none (1)']
Fungi;Ascomycota;Arthoniomycetes;Arthoniales;Roccellaceae;Dirina;Dirina massiliensis,7,6,1,1,"['species (1)', 'none (5)']"
Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Venturia;Venturia aucupariae,7,1,1,1,['species (1)']
Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariales fam Incertae sedis;Basidiodendron;Basidiodendron trachysporum,7,3,1,1,"['species (1)', 'none (2)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Erysiphaceae;Erysiphe;Erysiphe ampelopsidis,7,1,0,0,['none (1)']
Fungi;Ascomycota;Leotiomycetes;Helotiales;Erysiphaceae;Erysiphe;Erysiphe extensa,7,1,1,1,['species (1)']
Fungi;Ascomycota;Leotiomycetes;Helotiales;Erysiphaceae;Erysiphe;Erysiphe densa,7,1,1,1,['species (1)']
Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Tyrannosorus,6,2,0,0,['none (2)']
Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Tyrannosorus;Tyrannosorus sp,7,2,0,0,['none (2)']
Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Venturia;Venturia effusa,7,2,0,0,['none (2)']
Fungi;Ascomycota;Lecanoromycetes;Pertusariales;Pertusariaceae;Pertusaria;Pertusaria corallina,7,1,0,0,['none (1)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Bulbothrix;Bulbothrix meizospora,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Tumularia;Tumularia sp,7,31,1,1,"['none (30)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Diaporthomycetidae ord Incertae sedis;Barbatosphaeriaceae;Barbatosphaeriaceae gen Incertae sedis,6,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Diaporthomycetidae ord Incertae sedis;Barbatosphaeriaceae;Barbatosphaeriaceae gen Incertae sedis;Barbatosphaeriaceae sp,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Melanommataceae gen Incertae sedis,6,27,2,2,"['none (25)', 'species (2)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Melanommataceae gen Incertae sedis;Melanommataceae sp,7,27,2,2,"['none (25)', 'species (2)']"
Fungi;Ascomycota;Leotiomycetes;Rhytismatales;Rhytismataceae;Lophodermium;Lophodermium conigenum,7,7,4,4,"['none (3)', 'species (4)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma fulvocastaneum,7,2,1,1,"['species (1)', 'none (1)']"
Fungi;Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae;Olpidiaceae gen Incertae sedis,6,3,0,0,['none (3)']
Fungi;Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae;Olpidiaceae gen Incertae sedis;Olpidiaceae sp,7,3,0,0,['none (3)']
Fungi;Ascomycota;Sordariomycetes;Coronophorales;Nitschkiaceae,5,3,0,0,['none (3)']
Fungi;Ascomycota;Sordariomycetes;Coronophorales;Nitschkiaceae;Fracchiaea,6,2,0,0,['none (2)']
Fungi;Ascomycota;Sordariomycetes;Coronophorales;Nitschkiaceae;Fracchiaea;Fracchiaea heveae,7,1,0,0,['none (1)']
Fungi;Basidiomycota;Agaricomycetes;Gomphales;Clavariadelphaceae;Clavariadelphus;Clavariadelphus flavoimmaturus,7,1,1,1,['species (1)']
Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Dacrymyces;Dacrymyces pezizoides,7,1,1,1,['species (1)']
Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula testaceoaurantiaca,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Pseudophaeosphaeria,6,2,1,1,"['none (1)', 'species (1)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Pseudophaeosphaeria;Pseudophaeosphaeria sp,7,1,0,0,['none (1)']
Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae,5,61,32,32,"['species (32)', 'none (29)']"
Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus,6,55,27,27,"['species (27)', 'none (28)']"
Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus subaureus,7,2,1,1,"['species (1)', 'none (1)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;Ophiocordyceps myrmecophila,7,4,0,0,['none (4)']
Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Ramularia;Ramularia rubella,7,1,1,1,['species (1)']
Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Pseudocercospora;Pseudocercospora vitis,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Pseudocercospora;Pseudocercospora fijiensis,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Ramularia;Ramularia lamii,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Caryophylloseptoria,6,5,1,1,"['species (1)', 'none (4)']"
Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Caryophylloseptoria;Caryophylloseptoria pseudolychnidis,7,2,1,1,"['species (1)', 'none (1)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Niessliaceae;Niesslia;Niesslia exosporioides,7,3,0,0,['none (3)']
Fungi;Ascomycota;Pezizomycotina cls Incertae sedis;Pezizomycotina ord Incertae sedis;Pezizomycotina fam Incertae sedis;Hirudinaria,6,2,2,2,['species (2)']
Fungi;Ascomycota;Pezizomycotina cls Incertae sedis;Pezizomycotina ord Incertae sedis;Pezizomycotina fam Incertae sedis;Hirudinaria;Hirudinaria macrocarpa,7,1,1,1,['species (1)']
Fungi;Glomeromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;Diversispora insculpta,7,1,1,1,['species (1)']
Fungi;Ascomycota;Sordariomycetes;Xenospadicoidales;Xenospadicoidaceae;Neospadicoides;Neospadicoides sp,7,6,0,0,['none (6)']
Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Magnaporthiopsis;Magnaporthiopsis dharug,7,1,0,0,['none (1)']
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Pannariaceae;Parmeliella;Parmeliella polyphyllina,7,1,0,0,['none (1)']
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Canoparmelia,6,13,3,3,"['species (3)', 'none (10)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Canoparmelia;Canoparmelia texana,7,5,1,1,"['species (1)', 'none (4)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Proliferophialis,6,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Proliferophialis;Proliferophialis apiculata,7,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;Metarhizium purpureum,7,1,0,0,['none (1)']
Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiales fam Incertae sedis,5,6,3,3,"['species (3)', 'none (3)']"
Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiales fam Incertae sedis;Hasegawazyma,6,3,3,3,['species (3)']
Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiales fam Incertae sedis;Hasegawazyma;Hasegawazyma lactosa,7,3,3,3,['species (3)']
Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales fam Incertae sedis;Rhizocladosporium,6,1,0,0,['none (1)']
Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales fam Incertae sedis;Rhizocladosporium;Rhizocladosporium argillaceum,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Westerdykella;Westerdykella angulata,7,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Melanconiellaceae;Melanconiella;Melanconiella chrysorientalis,7,1,0,0,['none (1)']
Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;Urnula,6,16,11,11,"['species (11)', 'none (5)']"
Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;Urnula;Urnula craterium,7,4,4,4,['species (4)']
Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Phleogenaceae;Bourdotigloea,6,3,0,0,['none (3)']
Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Phleogenaceae;Bourdotigloea;Bourdotigloea vestita,7,1,0,0,['none (1)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Hausknechtia,6,1,1,1,['species (1)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Hausknechtia;Hausknechtia leucosticta,7,1,1,1,['species (1)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinellus;Coprinellus silvaticus,7,1,1,1,['species (1)']
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Picoa,6,21,0,0,['none (21)']
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Picoa;Picoa juniperi,7,14,0,0,['none (14)']
Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Hoehnelomycetaceae,5,10,1,1,"['none (9)', 'species (1)']"
Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Hoehnelomycetaceae;Atractiella,6,8,1,1,"['none (7)', 'species (1)']"
Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Hoehnelomycetaceae;Atractiella;Atractiella sp,7,6,0,0,['none (6)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Hermatomycetaceae,5,12,9,9,"['species (9)', 'none (3)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Hermatomycetaceae;Hermatomyces,6,11,9,9,"['species (9)', 'none (2)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Hermatomycetaceae;Hermatomyces;Hermatomyces bifurcatus,7,1,1,1,['species (1)']
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys;Arthrobotrys conoides,7,3,1,1,"['none (2)', 'species (1)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Anteagloniaceae,5,10,4,4,"['none (6)', 'species (4)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Anteagloniaceae;Anteaglonium,6,9,4,4,"['none (5)', 'species (4)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Anteagloniaceae;Anteaglonium;Anteaglonium sp,7,5,1,1,"['none (4)', 'species (1)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Hermatomycetaceae;Hermatomyces;Hermatomyces tucumanensis,7,1,1,1,['species (1)']
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Collemataceae;Leptogium;Leptogium austroamericanum,7,4,0,0,['none (4)']
Fungi;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Botryosphaeria,6,35,4,4,"['none (31)', 'species (4)']"
Fungi;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Botryosphaeria;Botryosphaeria sp,7,31,2,2,"['none (29)', 'species (2)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Calocybe;Calocybe indica,7,1,1,1,['species (1)']
Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria rubrievanescens,7,3,2,2,"['none (1)', 'species (2)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Toninia,6,6,3,3,"['none (3)', 'species (3)']"
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Toninia;Toninia squalida,7,2,0,0,['none (2)']
Fungi;Ascomycota;Lecanoromycetes;Peltigerales;Collemataceae;Leptogium;Leptogium azureum,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Acrospermum,6,9,6,6,"['species (6)', 'none (3)']"
